"nGroupT","nGroupC","ef","rho","propC","sampleSize","iteration","coef","boot_pval"
6,2,0,0.3,0.3,10,1,0.548738783374178,0.0133333333333333
6,2,0.3,0.3,0.3,10,1,-0.0348804193560882,0.913333333333333
6,2,0,0.3,0.3,30,1,0.26652476130895,0.0433333333333333
6,2,0.3,0.3,0.3,30,1,-0.332414695422503,0.02
6,2,0,0.3,0.3,50,1,-0.107525040607485,0.253333333333333
6,2,0.3,0.3,0.3,50,1,-0.263228461755391,0.0133333333333333
6,2,0,0.3,0.3,70,1,0.0586168230285629,0.446666666666667
6,2,0.3,0.3,0.3,70,1,-0.272749333463618,0
6,2,0,0.3,0.3,90,1,0.139120706770135,0.06
6,2,0.3,0.3,0.3,90,1,-0.231418748552656,0.01
6,2,0,0.3,0.3,110,1,0.167939246116548,0.03
6,2,0.3,0.3,0.3,110,1,-0.158609591199226,0.0433333333333333
6,2,0,0.3,0.3,10,2,0.0816506279505269,0.73
6,2,0.3,0.3,0.3,10,2,-0.538426660909459,0.0233333333333333
6,2,0,0.3,0.3,30,2,-0.0283865067028032,0.876666666666667
6,2,0.3,0.3,0.3,30,2,-0.0678299234209296,0.61
6,2,0,0.3,0.3,50,2,0.155242169336484,0.14
6,2,0.3,0.3,0.3,50,2,-0.0611942046462347,0.56
6,2,0,0.3,0.3,70,2,-0.0568765952535004,0.51
6,2,0.3,0.3,0.3,70,2,-0.352365872597861,0
6,2,0,0.3,0.3,90,2,-0.0342928379817571,0.646666666666667
6,2,0.3,0.3,0.3,90,2,-0.248293970325381,0
6,2,0,0.3,0.3,110,2,-0.0460921329568512,0.513333333333333
6,2,0.3,0.3,0.3,110,2,-0.294336645794248,0
6,2,0,0.3,0.3,10,3,0.402990140030452,0.136666666666667
6,2,0.3,0.3,0.3,10,3,0.0495166602569816,0.823333333333333
6,2,0,0.3,0.3,30,3,-0.126619136767459,0.353333333333333
6,2,0.3,0.3,0.3,30,3,-0.371479124099557,0.01
6,2,0,0.3,0.3,50,3,0.0550932701991306,0.58
6,2,0.3,0.3,0.3,50,3,-0.184532777766097,0.08
6,2,0,0.3,0.3,70,3,-0.0864300795635989,0.296666666666667
6,2,0.3,0.3,0.3,70,3,-0.228638382907739,0.00333333333333333
6,2,0,0.3,0.3,90,3,-0.0430268769303411,0.553333333333333
6,2,0.3,0.3,0.3,90,3,-0.31021488591834,0
6,2,0,0.3,0.3,110,3,-0.0207569015356606,0.8
6,2,0.3,0.3,0.3,110,3,-0.335466322689208,0
6,2,0,0.3,0.3,10,4,0.111983885887505,0.61
6,2,0.3,0.3,0.3,10,4,-0.154193869079588,0.506666666666667
6,2,0,0.3,0.3,30,4,0.0756973409788019,0.6
6,2,0.3,0.3,0.3,30,4,-0.257235421590767,0.05
6,2,0,0.3,0.3,50,4,0.176955056168686,0.0833333333333333
6,2,0.3,0.3,0.3,50,4,-0.37189048819498,0.00666666666666667
6,2,0,0.3,0.3,70,4,-0.0110875956989748,0.856666666666667
6,2,0.3,0.3,0.3,70,4,-0.420486204297481,0
6,2,0,0.3,0.3,90,4,-0.0825906706736973,0.243333333333333
6,2,0.3,0.3,0.3,90,4,-0.401722652321161,0
6,2,0,0.3,0.3,110,4,0.0200292502717101,0.806666666666667
6,2,0.3,0.3,0.3,110,4,-0.324353728262849,0
6,2,0,0.3,0.3,10,5,0.330846110982784,0.14
6,2,0.3,0.3,0.3,10,5,-0.596959695590596,0.03
6,2,0,0.3,0.3,30,5,-0.013555025656969,0.923333333333333
6,2,0.3,0.3,0.3,30,5,-0.213176202620528,0.106666666666667
6,2,0,0.3,0.3,50,5,1.02886461070418e-05,1
6,2,0.3,0.3,0.3,50,5,-0.327999291192832,0.00666666666666667
6,2,0,0.3,0.3,70,5,-0.0248255780041113,0.786666666666667
6,2,0.3,0.3,0.3,70,5,-0.221055586340678,0.0166666666666667
6,2,0,0.3,0.3,90,5,0.225588838384861,0.00666666666666667
6,2,0.3,0.3,0.3,90,5,-0.312636928023558,0
6,2,0,0.3,0.3,110,5,-0.0126227872788197,0.823333333333333
6,2,0.3,0.3,0.3,110,5,-0.402234033985529,0
6,2,0,0.3,0.3,10,6,-0.128834979132276,0.566666666666667
6,2,0.3,0.3,0.3,10,6,-0.230037028663417,0.35
6,2,0,0.3,0.3,30,6,-0.108086398285146,0.41
6,2,0.3,0.3,0.3,30,6,-0.193303283726138,0.163333333333333
6,2,0,0.3,0.3,50,6,-0.0804308931535986,0.43
6,2,0.3,0.3,0.3,50,6,-0.529987910811195,0
6,2,0,0.3,0.3,70,6,-0.0836278188337999,0.33
6,2,0.3,0.3,0.3,70,6,-0.270865270548216,0.00666666666666667
6,2,0,0.3,0.3,90,6,0.118745784287583,0.123333333333333
6,2,0.3,0.3,0.3,90,6,-0.372943500452469,0
6,2,0,0.3,0.3,110,6,-0.140300518001482,0.05
6,2,0.3,0.3,0.3,110,6,-0.155307436843427,0.04
6,2,0,0.3,0.3,10,7,0.382686797100089,0.106666666666667
6,2,0.3,0.3,0.3,10,7,-0.401406405215704,0.11
6,2,0,0.3,0.3,30,7,-0.0289629033009035,0.833333333333333
6,2,0.3,0.3,0.3,30,7,-0.154155901161344,0.27
6,2,0,0.3,0.3,50,7,-0.0797576282463318,0.44
6,2,0.3,0.3,0.3,50,7,-0.207230367219397,0.0433333333333333
6,2,0,0.3,0.3,70,7,0.0963011739216529,0.24
6,2,0.3,0.3,0.3,70,7,-0.387720594660138,0
6,2,0,0.3,0.3,90,7,-0.0452616058386007,0.546666666666667
6,2,0.3,0.3,0.3,90,7,-0.533148701638829,0
6,2,0,0.3,0.3,110,7,0.008428450876867,0.916666666666667
6,2,0.3,0.3,0.3,110,7,-0.453694009528614,0
6,2,0,0.3,0.3,10,8,0.196110363079062,0.426666666666667
6,2,0.3,0.3,0.3,10,8,-0.116199258826506,0.636666666666667
6,2,0,0.3,0.3,30,8,0.107790457569491,0.44
6,2,0.3,0.3,0.3,30,8,-0.314772808598497,0.0233333333333333
6,2,0,0.3,0.3,50,8,0.153904328219532,0.123333333333333
6,2,0.3,0.3,0.3,50,8,-0.154247259535757,0.173333333333333
6,2,0,0.3,0.3,70,8,0.00127490013804928,0.996666666666667
6,2,0.3,0.3,0.3,70,8,-0.280328446676194,0.00333333333333333
6,2,0,0.3,0.3,90,8,-0.177496877478447,0.0233333333333333
6,2,0.3,0.3,0.3,90,8,-0.390150649902982,0
6,2,0,0.3,0.3,110,8,0.172822189644642,0.01
6,2,0.3,0.3,0.3,110,8,-0.259111596829515,0
6,2,0,0.3,0.3,10,9,-0.166074437305611,0.486666666666667
6,2,0.3,0.3,0.3,10,9,-0.239275737269229,0.32
6,2,0,0.3,0.3,30,9,0.0569133032393155,0.626666666666667
6,2,0.3,0.3,0.3,30,9,-0.308607425284154,0.0333333333333333
6,2,0,0.3,0.3,50,9,0.0388682006306498,0.723333333333333
6,2,0.3,0.3,0.3,50,9,-0.378429658676537,0
6,2,0,0.3,0.3,70,9,-0.176109956671293,0.04
6,2,0.3,0.3,0.3,70,9,-0.088139703003246,0.31
6,2,0,0.3,0.3,90,9,0.101522024953084,0.19
6,2,0.3,0.3,0.3,90,9,-0.394543153643251,0
6,2,0,0.3,0.3,110,9,-0.090401647760014,0.2
6,2,0.3,0.3,0.3,110,9,-0.214227382795966,0.00333333333333333
6,2,0,0.3,0.3,10,10,0.314810459798753,0.196666666666667
6,2,0.3,0.3,0.3,10,10,-0.331794198392758,0.166666666666667
6,2,0,0.3,0.3,30,10,-0.315799665608402,0.0266666666666667
6,2,0.3,0.3,0.3,30,10,-0.240022748133368,0.08
6,2,0,0.3,0.3,50,10,-0.237726793240376,0.0166666666666667
6,2,0.3,0.3,0.3,50,10,-0.53313499869942,0
6,2,0,0.3,0.3,70,10,-0.166082737864933,0.0766666666666667
6,2,0.3,0.3,0.3,70,10,-0.288073780905789,0
6,2,0,0.3,0.3,90,10,-0.0265922439921899,0.716666666666667
6,2,0.3,0.3,0.3,90,10,-0.0955184335202442,0.196666666666667
6,2,0,0.3,0.3,110,10,0.053259032207615,0.393333333333333
6,2,0.3,0.3,0.3,110,10,-0.367578302158711,0
6,2,0,0.3,0.3,10,11,0.0701264787523415,0.786666666666667
6,2,0.3,0.3,0.3,10,11,-0.42301216440064,0.0966666666666667
6,2,0,0.3,0.3,30,11,-0.175295592576569,0.17
6,2,0.3,0.3,0.3,30,11,-0.42555780021637,0
6,2,0,0.3,0.3,50,11,-0.0885264460638092,0.346666666666667
6,2,0.3,0.3,0.3,50,11,-0.260179404782014,0.0233333333333333
6,2,0,0.3,0.3,70,11,-0.0163691819444805,0.85
6,2,0.3,0.3,0.3,70,11,-0.477445077691476,0
6,2,0,0.3,0.3,90,11,-0.204201348428335,0.01
6,2,0.3,0.3,0.3,90,11,-0.214090898767531,0.00333333333333333
6,2,0,0.3,0.3,110,11,0.0998450271422291,0.183333333333333
6,2,0.3,0.3,0.3,110,11,-0.37913281525749,0
6,2,0,0.3,0.3,10,12,0.116583351370396,0.666666666666667
6,2,0.3,0.3,0.3,10,12,-0.479237814160086,0.0633333333333333
6,2,0,0.3,0.3,30,12,-0.14395005037993,0.253333333333333
6,2,0.3,0.3,0.3,30,12,-0.298367213997745,0.0266666666666667
6,2,0,0.3,0.3,50,12,-0.037121203932857,0.69
6,2,0.3,0.3,0.3,50,12,-0.307430061755566,0.00333333333333333
6,2,0,0.3,0.3,70,12,0.124495594228111,0.116666666666667
6,2,0.3,0.3,0.3,70,12,-0.27235558806552,0
6,2,0,0.3,0.3,90,12,0.0665389530559565,0.35
6,2,0.3,0.3,0.3,90,12,-0.220620623590432,0.0133333333333333
6,2,0,0.3,0.3,110,12,-0.200425767908988,0
6,2,0.3,0.3,0.3,110,12,-0.27475724983832,0
6,2,0,0.3,0.3,10,13,0.0657886171879116,0.76
6,2,0.3,0.3,0.3,10,13,-0.17797223746226,0.416666666666667
6,2,0,0.3,0.3,30,13,0.145017059106264,0.22
6,2,0.3,0.3,0.3,30,13,-0.421011616139435,0
6,2,0,0.3,0.3,50,13,0.0402562040756786,0.693333333333333
6,2,0.3,0.3,0.3,50,13,-0.286378591816211,0.00666666666666667
6,2,0,0.3,0.3,70,13,-0.00458653335033246,0.97
6,2,0.3,0.3,0.3,70,13,-0.38705994153274,0
6,2,0,0.3,0.3,90,13,0.0558206485276698,0.506666666666667
6,2,0.3,0.3,0.3,90,13,-0.162142387721721,0.0366666666666667
6,2,0,0.3,0.3,110,13,0.0755830169774542,0.21
6,2,0.3,0.3,0.3,110,13,-0.25739319266581,0.00666666666666667
6,2,0,0.3,0.3,10,14,0.177752656056588,0.386666666666667
6,2,0.3,0.3,0.3,10,14,-0.446989827297171,0.0366666666666667
6,2,0,0.3,0.3,30,14,0.100392154871069,0.463333333333333
6,2,0.3,0.3,0.3,30,14,-0.412574341568214,0.00666666666666667
6,2,0,0.3,0.3,50,14,-0.043489769221985,0.663333333333333
6,2,0.3,0.3,0.3,50,14,-0.11333131204477,0.276666666666667
6,2,0,0.3,0.3,70,14,-0.0194656513886765,0.8
6,2,0.3,0.3,0.3,70,14,-0.337496074164807,0
6,2,0,0.3,0.3,90,14,-0.0468420119287964,0.513333333333333
6,2,0.3,0.3,0.3,90,14,-0.375505161898381,0
6,2,0,0.3,0.3,110,14,-0.0302704738396091,0.7
6,2,0.3,0.3,0.3,110,14,-0.365288271917802,0
6,2,0,0.3,0.3,10,15,-0.54713019752456,0.0266666666666667
6,2,0.3,0.3,0.3,10,15,-0.145605058052287,0.533333333333333
6,2,0,0.3,0.3,30,15,0.0769682883829463,0.523333333333333
6,2,0.3,0.3,0.3,30,15,-0.190376102620484,0.166666666666667
6,2,0,0.3,0.3,50,15,0.0773603029145956,0.5
6,2,0.3,0.3,0.3,50,15,-0.290565775829503,0.00666666666666667
6,2,0,0.3,0.3,70,15,-0.0563007266012792,0.523333333333333
6,2,0.3,0.3,0.3,70,15,-0.343793837796357,0
6,2,0,0.3,0.3,90,15,0.0317654679152937,0.7
6,2,0.3,0.3,0.3,90,15,-0.251416483915586,0
6,2,0,0.3,0.3,110,15,-0.151283137626961,0.0166666666666667
6,2,0.3,0.3,0.3,110,15,-0.291357381390054,0
6,2,0,0.3,0.3,10,16,0.270244511267937,0.25
6,2,0.3,0.3,0.3,10,16,0.0197591233391611,0.926666666666667
6,2,0,0.3,0.3,30,16,-0.159224412200341,0.216666666666667
6,2,0.3,0.3,0.3,30,16,-0.352111186064796,0.0133333333333333
6,2,0,0.3,0.3,50,16,-0.179972473144875,0.0933333333333333
6,2,0.3,0.3,0.3,50,16,-0.0330987036335032,0.75
6,2,0,0.3,0.3,70,16,0.0727980581216163,0.376666666666667
6,2,0.3,0.3,0.3,70,16,-0.383570259260469,0
6,2,0,0.3,0.3,90,16,-0.109701992537452,0.193333333333333
6,2,0.3,0.3,0.3,90,16,-0.391915905621658,0
6,2,0,0.3,0.3,110,16,-0.105964467672265,0.113333333333333
6,2,0.3,0.3,0.3,110,16,-0.200352126948672,0.0133333333333333
6,2,0,0.3,0.3,10,17,0.268765576316012,0.266666666666667
6,2,0.3,0.3,0.3,10,17,-0.519844490604328,0.0166666666666667
6,2,0,0.3,0.3,30,17,-0.0289974025370886,0.79
6,2,0.3,0.3,0.3,30,17,-0.225744194178104,0.103333333333333
6,2,0,0.3,0.3,50,17,0.138501623272991,0.176666666666667
6,2,0.3,0.3,0.3,50,17,-0.23062210395071,0.0133333333333333
6,2,0,0.3,0.3,70,17,-0.0168601584317873,0.82
6,2,0.3,0.3,0.3,70,17,-0.351952933178133,0
6,2,0,0.3,0.3,90,17,-0.194177752067012,0
6,2,0.3,0.3,0.3,90,17,-0.192676720337242,0.0166666666666667
6,2,0,0.3,0.3,110,17,0.110450939952035,0.113333333333333
6,2,0.3,0.3,0.3,110,17,-0.329355513481871,0
6,2,0,0.3,0.3,10,18,0.427556245386597,0.0933333333333333
6,2,0.3,0.3,0.3,10,18,-0.565672045251631,0.0133333333333333
6,2,0,0.3,0.3,30,18,0.155299256718691,0.273333333333333
6,2,0.3,0.3,0.3,30,18,-0.392240700385245,0.00666666666666667
6,2,0,0.3,0.3,50,18,0.0285810441153469,0.793333333333333
6,2,0.3,0.3,0.3,50,18,-0.0355243016755966,0.746666666666667
6,2,0,0.3,0.3,70,18,-0.0988735910482377,0.28
6,2,0.3,0.3,0.3,70,18,-0.343541034796421,0
6,2,0,0.3,0.3,90,18,0.0788536551693986,0.266666666666667
6,2,0.3,0.3,0.3,90,18,-0.152900327906446,0.0766666666666667
6,2,0,0.3,0.3,110,18,0.0960763360420021,0.176666666666667
6,2,0.3,0.3,0.3,110,18,-0.26659006629073,0.00333333333333333
6,2,0,0.3,0.3,10,19,-0.527837944494481,0.0233333333333333
6,2,0.3,0.3,0.3,10,19,-0.618107433658516,0.01
6,2,0,0.3,0.3,30,19,0.0515898390057213,0.68
6,2,0.3,0.3,0.3,30,19,-0.246216891025862,0.0766666666666667
6,2,0,0.3,0.3,50,19,0.040485556234927,0.656666666666667
6,2,0.3,0.3,0.3,50,19,-0.376412087968481,0
6,2,0,0.3,0.3,70,19,0.0769366890587045,0.336666666666667
6,2,0.3,0.3,0.3,70,19,-0.566966301910633,0
6,2,0,0.3,0.3,90,19,0.00734630646419025,0.926666666666667
6,2,0.3,0.3,0.3,90,19,-0.310512253233153,0
6,2,0,0.3,0.3,110,19,-0.0719185220497955,0.293333333333333
6,2,0.3,0.3,0.3,110,19,-0.299190343684453,0
6,2,0,0.3,0.3,10,20,-0.286116115884021,0.22
6,2,0.3,0.3,0.3,10,20,-0.462619715990061,0.07
6,2,0,0.3,0.3,30,20,0.0442616122615083,0.71
6,2,0.3,0.3,0.3,30,20,-0.594647920846722,0
6,2,0,0.3,0.3,50,20,0.180879173255151,0.1
6,2,0.3,0.3,0.3,50,20,-0.0976288325671716,0.343333333333333
6,2,0,0.3,0.3,70,20,0.0927722505599068,0.266666666666667
6,2,0.3,0.3,0.3,70,20,-0.249525866033447,0.01
6,2,0,0.3,0.3,90,20,0.0271064509843816,0.746666666666667
6,2,0.3,0.3,0.3,90,20,-0.36085173504608,0
6,2,0,0.3,0.3,110,20,-0.104673804226059,0.133333333333333
6,2,0.3,0.3,0.3,110,20,-0.194433387702315,0.00666666666666667
6,2,0,0.3,0.3,10,21,0.125759289463891,0.52
6,2,0.3,0.3,0.3,10,21,-0.2036967327681,0.356666666666667
6,2,0,0.3,0.3,30,21,0.282769831402355,0.0333333333333333
6,2,0.3,0.3,0.3,30,21,-0.147084608455234,0.29
6,2,0,0.3,0.3,50,21,0.111322771101251,0.286666666666667
6,2,0.3,0.3,0.3,50,21,-0.259849642572103,0.0166666666666667
6,2,0,0.3,0.3,70,21,-0.0493539046914694,0.553333333333333
6,2,0.3,0.3,0.3,70,21,-0.400175970751269,0
6,2,0,0.3,0.3,90,21,-0.0555701117827404,0.473333333333333
6,2,0.3,0.3,0.3,90,21,-0.280759112020819,0.00333333333333333
6,2,0,0.3,0.3,110,21,0.0479825190805664,0.49
6,2,0.3,0.3,0.3,110,21,-0.301272874336523,0
6,2,0,0.3,0.3,10,22,0.0511260725838228,0.796666666666667
6,2,0.3,0.3,0.3,10,22,-0.198721378494589,0.39
6,2,0,0.3,0.3,30,22,0.12692328034261,0.33
6,2,0.3,0.3,0.3,30,22,-0.0823260032879602,0.51
6,2,0,0.3,0.3,50,22,0.0405422771841722,0.723333333333333
6,2,0.3,0.3,0.3,50,22,-0.148612259947047,0.146666666666667
6,2,0,0.3,0.3,70,22,0.000933319991152716,0.986666666666667
6,2,0.3,0.3,0.3,70,22,-0.355291497690432,0
6,2,0,0.3,0.3,90,22,-0.0968606264545439,0.203333333333333
6,2,0.3,0.3,0.3,90,22,-0.436936348108898,0
6,2,0,0.3,0.3,110,22,0.0685039424844086,0.286666666666667
6,2,0.3,0.3,0.3,110,22,-0.323334929048152,0
6,2,0,0.3,0.3,10,23,0.318140179883553,0.15
6,2,0.3,0.3,0.3,10,23,-0.390714147991316,0.0833333333333333
6,2,0,0.3,0.3,30,23,-0.0232329947214912,0.873333333333333
6,2,0.3,0.3,0.3,30,23,-0.0718845589611078,0.553333333333333
6,2,0,0.3,0.3,50,23,-0.0170061007317546,0.886666666666667
6,2,0.3,0.3,0.3,50,23,-0.296262484248679,0.00666666666666667
6,2,0,0.3,0.3,70,23,-0.0454184972368994,0.55
6,2,0.3,0.3,0.3,70,23,-0.392111758259447,0
6,2,0,0.3,0.3,90,23,-0.102394011563419,0.146666666666667
6,2,0.3,0.3,0.3,90,23,-0.130036291976284,0.12
6,2,0,0.3,0.3,110,23,0.065650888880354,0.296666666666667
6,2,0.3,0.3,0.3,110,23,-0.272239784506012,0
6,2,0,0.3,0.3,10,24,0.423339276984757,0.0766666666666667
6,2,0.3,0.3,0.3,10,24,-0.166517838445411,0.52
6,2,0,0.3,0.3,30,24,-0.295795046627509,0.02
6,2,0.3,0.3,0.3,30,24,-0.513202476363719,0
6,2,0,0.3,0.3,50,24,0.00310492284953651,0.963333333333333
6,2,0.3,0.3,0.3,50,24,-0.429738016581797,0
6,2,0,0.3,0.3,70,24,0.027726399003301,0.79
6,2,0.3,0.3,0.3,70,24,-0.307101060503062,0
6,2,0,0.3,0.3,90,24,0.115314850392264,0.17
6,2,0.3,0.3,0.3,90,24,-0.360420733276606,0
6,2,0,0.3,0.3,110,24,0.0727488142640878,0.28
6,2,0.3,0.3,0.3,110,24,-0.326198704526682,0
6,2,0,0.3,0.3,10,25,-0.20444797874148,0.39
6,2,0.3,0.3,0.3,10,25,-0.205751967828787,0.343333333333333
6,2,0,0.3,0.3,30,25,0.0514375927826025,0.693333333333333
6,2,0.3,0.3,0.3,30,25,0.0280008201188149,0.853333333333333
6,2,0,0.3,0.3,50,25,-0.0185240995941101,0.866666666666667
6,2,0.3,0.3,0.3,50,25,-0.380977400619287,0
6,2,0,0.3,0.3,70,25,0.0165933356224567,0.863333333333333
6,2,0.3,0.3,0.3,70,25,-0.515462894996608,0
6,2,0,0.3,0.3,90,25,-0.0812788277411325,0.29
6,2,0.3,0.3,0.3,90,25,-0.190149697874057,0.01
6,2,0,0.3,0.3,110,25,-0.0718717204311822,0.263333333333333
6,2,0.3,0.3,0.3,110,25,-0.307266339515108,0
6,2,0,0.3,0.3,10,26,0.0729764671083277,0.746666666666667
6,2,0.3,0.3,0.3,10,26,-0.350539518463897,0.163333333333333
6,2,0,0.3,0.3,30,26,-0.291276334201884,0.0166666666666667
6,2,0.3,0.3,0.3,30,26,-0.256134802846614,0.0433333333333333
6,2,0,0.3,0.3,50,26,0.00285209704568205,0.98
6,2,0.3,0.3,0.3,50,26,-0.386510964863585,0
6,2,0,0.3,0.3,70,26,0.0187887268623346,0.83
6,2,0.3,0.3,0.3,70,26,-0.246768456797024,0.00333333333333333
6,2,0,0.3,0.3,90,26,0.0189812854908755,0.853333333333333
6,2,0.3,0.3,0.3,90,26,-0.309258166422976,0
6,2,0,0.3,0.3,110,26,-0.0683730767417582,0.28
6,2,0.3,0.3,0.3,110,26,-0.356970274589977,0
6,2,0,0.3,0.3,10,27,0.0406941011689464,0.876666666666667
6,2,0.3,0.3,0.3,10,27,-0.0404034278172772,0.883333333333333
6,2,0,0.3,0.3,30,27,-0.0250525653062951,0.876666666666667
6,2,0.3,0.3,0.3,30,27,-0.188681206662889,0.123333333333333
6,2,0,0.3,0.3,50,27,0.0321490944044102,0.78
6,2,0.3,0.3,0.3,50,27,-0.470597511048197,0
6,2,0,0.3,0.3,70,27,0.135910821812307,0.136666666666667
6,2,0.3,0.3,0.3,70,27,-0.181343604240973,0.06
6,2,0,0.3,0.3,90,27,0.00832243275194653,0.936666666666667
6,2,0.3,0.3,0.3,90,27,-0.402107229673371,0
6,2,0,0.3,0.3,110,27,-0.027483603682516,0.686666666666667
6,2,0.3,0.3,0.3,110,27,-0.289339750527909,0.00333333333333333
6,2,0,0.3,0.3,10,28,-0.329951560449007,0.16
6,2,0.3,0.3,0.3,10,28,0.212124781389867,0.35
6,2,0,0.3,0.3,30,28,0.00152634675081686,0.996666666666667
6,2,0.3,0.3,0.3,30,28,-0.209682696983032,0.156666666666667
6,2,0,0.3,0.3,50,28,0.12268471384469,0.223333333333333
6,2,0.3,0.3,0.3,50,28,-0.399301724247857,0
6,2,0,0.3,0.3,70,28,0.170949312635331,0.03
6,2,0.3,0.3,0.3,70,28,-0.484817308676851,0
6,2,0,0.3,0.3,90,28,-0.0456749818982144,0.553333333333333
6,2,0.3,0.3,0.3,90,28,-0.363331327417451,0
6,2,0,0.3,0.3,110,28,-0.108964851526223,0.113333333333333
6,2,0.3,0.3,0.3,110,28,-0.385614787696202,0
6,2,0,0.3,0.3,10,29,-0.303702531548544,0.233333333333333
6,2,0.3,0.3,0.3,10,29,-0.563026911956407,0.0166666666666667
6,2,0,0.3,0.3,30,29,-0.215910813208205,0.12
6,2,0.3,0.3,0.3,30,29,-0.401076939721539,0.00666666666666667
6,2,0,0.3,0.3,50,29,-0.207599743091659,0.0266666666666667
6,2,0.3,0.3,0.3,50,29,-0.522434027656586,0
6,2,0,0.3,0.3,70,29,-0.149495399393474,0.0866666666666667
6,2,0.3,0.3,0.3,70,29,-0.415766763032734,0
6,2,0,0.3,0.3,90,29,0.0747167752359118,0.33
6,2,0.3,0.3,0.3,90,29,-0.208004817719355,0.01
6,2,0,0.3,0.3,110,29,-0.0470571628325528,0.48
6,2,0.3,0.3,0.3,110,29,-0.402139498552939,0
6,2,0,0.3,0.3,10,30,0.0265623724126581,0.92
6,2,0.3,0.3,0.3,10,30,-0.553631635033317,0.0233333333333333
6,2,0,0.3,0.3,30,30,-0.042584217154209,0.75
6,2,0.3,0.3,0.3,30,30,-0.0844505586686503,0.536666666666667
6,2,0,0.3,0.3,50,30,0.0523433408267808,0.543333333333333
6,2,0.3,0.3,0.3,50,30,-0.377950276306649,0
6,2,0,0.3,0.3,70,30,-0.213661286129897,0.02
6,2,0.3,0.3,0.3,70,30,-0.261847215878885,0
6,2,0,0.3,0.3,90,30,0.0799484168146711,0.27
6,2,0.3,0.3,0.3,90,30,-0.363229586737353,0
6,2,0,0.3,0.3,110,30,-0.13384988554131,0.0533333333333333
6,2,0.3,0.3,0.3,110,30,-0.266323033173002,0
6,2,0,0.3,0.3,10,31,-0.311887936200873,0.21
6,2,0.3,0.3,0.3,10,31,0.205062396639452,0.34
6,2,0,0.3,0.3,30,31,-0.202543048522082,0.136666666666667
6,2,0.3,0.3,0.3,30,31,-0.301996996672404,0.02
